LOCALITY_ID,LOCALITY_NAME,LOCALITY_TYPE,POSTCODE,STATE,SA2_CODE_2021,SA2_NAME_2021
ABS10742,RIVERLEA,EXTRA LOCALITY,2902,ACT,801111140,ACT - South West
ABS10807,KINLYSIDE,EXTRA LOCALITY,2913,ACT,801041117,Gungahlin - West
ABS11184,PARKWOOD,EXTRA LOCALITY,2618,ACT,801011144,West Belconnen
ABS11193,STROMLO,EXTRA LOCALITY,2611,ACT,801111140,ACT - South West
ABS11488,TENNENT,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS1199,BRACKS,EXTRA LOCALITY,2611,ACT,801111141,Namadgi
ABS11999,BLACK MOUNTAIN,EXTRA LOCALITY,2601,ACT,801051123,Black Mountain
ABS1376,CASTLE HILL,EXTRA LOCALITY,2620,ACT,801111140,ACT - South West
ABS13806,BOOTH,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS14110,JERRABOMBERRA,EXTRA LOCALITY,2609,ACT,801031113,Canberra East
ABS14113,KOWEN,EXTRA LOCALITY,2620,ACT,801031032,Kowen
ABS14186,PADDYS RIVER,EXTRA LOCALITY,2902,ACT,801111140,ACT - South West
ABS14768,HARMAN,EXTRA LOCALITY,2620,ACT,801031113,Canberra East
ABS195,ACTON PARK,EXTRA LOCALITY,2600,ACT,801051123,Black Mountain
ABS2379,HMAS HARMAN,EXTRA LOCALITY,2620,ACT,801031113,Canberra East
ABS358,BELLVIEW,EXTRA LOCALITY,2620,ACT,801071089,Tuggeranong
ABS384,BIBARINGA,EXTRA LOCALITY,2611,ACT,801111140,ACT - South West
ABS4385,MOUNT CLEAR,EXTRA LOCALITY,2630,ACT,801111141,Namadgi
ABS4531,MOUNT STROMLO,EXTRA LOCALITY,2611,ACT,801111140,ACT - South West
ABS4620,OAKEY CREEK,EXTRA LOCALITY,2902,ACT,801111140,ACT - South West
ABS8017,TOP NAAS,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS8071,WILLIAMSDALE,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS8335,SNOWY CORNER,EXTRA LOCALITY,2611,ACT,801111140,ACT - South West
ABS8726,WILLOWVALE,EXTRA LOCALITY,2620,ACT,801111141,Namadgi
ABS9012,SHANNONS FLAT,EXTRA LOCALITY,2611,ACT,801111141,Namadgi
ABS9026,URIARRA,EXTRA LOCALITY,2611,ACT,801111140,ACT - South West
ABS903,BLUNDELLS FLAT,EXTRA LOCALITY,2611,ACT,801111141,Namadgi
loc006d05c87d16,LYNEHAM,GAZETTED LOCALITY,2602,ACT,801051057,Lyneham
loc006d05c87d16,CANBERRA CENTRAL,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
loc006d05c87d16,KENSINGTON GARDENS,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
loc006d05c87d16,LYNEHAM NORTH,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
loc006d05c87d16,N LYNEHAM,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
loc006d05c87d16,NORTH LYNEHAM,ALIAS LOCALITY,2602,ACT,801051057,Lyneham
loc04da2b1c5df3,CHAPMAN,GAZETTED LOCALITY,2611,ACT,801081091,Chapman
loc04da2b1c5df3,STROMLO DISTRICT,ALIAS LOCALITY,2611,ACT,801081091,Chapman
loc07b50843638a,DICKSON,GAZETTED LOCALITY,2602,ACT,801051054,Dickson
loc084a7a1ebc7c,FORREST,GAZETTED LOCALITY,2603,ACT,801061063,Forrest
loc0864be1bd999,EVATT,GAZETTED LOCALITY,2617,ACT,801011007,Evatt
loc0a721e1b7131,JACKA,GAZETTED LOCALITY,2914,ACT,801041118,Jacka
loc0c59375a43a9,CHIFLEY,GAZETTED LOCALITY,2606,ACT,801091099,Chifley
loc0dc356399bc7,PAGE,GAZETTED LOCALITY,2614,ACT,801011023,Page
loc104c1f495a4a,KAMBAH,GAZETTED LOCALITY,2902,ACT,801071082,Kambah
loc104c1f495a4a,GLEN EAGLES,ALIAS LOCALITY,2902,ACT,801071082,Kambah
loc104c1f495a4a,GLENEAGLES,ALIAS LOCALITY,2902,ACT,801071082,Kambah
loc1c54ec83b5f8,PALMERSTON,GAZETTED LOCALITY,2913,ACT,801041048,Palmerston
loc1c54ec83b5f8,CENTRAL PARK,ALIAS LOCALITY,2913,ACT,801041048,Palmerston
loc1c54ec83b5f8,THE PALMS,ALIAS LOCALITY,2913,ACT,801041048,Palmerston
loc1c74a8b11582,FLYNN,GAZETTED LOCALITY,2615,ACT,801011009,Flynn (ACT)
loc1ceb9296431e,HOLT,GAZETTED LOCALITY,2615,ACT,801011015,Holt
loc1ceb9296431e,KIPPAX,ALIAS LOCALITY,2615,ACT,801011015,Holt
loc1ceb9296431e,SCOTTSDALE,ALIAS LOCALITY,2615,ACT,801011015,Holt
loc1d68be2e1b28,KENNY,GAZETTED LOCALITY,2912,ACT,801041119,Kenny
loc1f257ff2a115,CURTIN,GAZETTED LOCALITY,2605,ACT,801091100,Curtin
loc1f257ff2a115,WODEN VALLEY,ALIAS LOCALITY,2605,ACT,801091100,Curtin
loc1f697be4054a,FRANKLIN,GAZETTED LOCALITY,2913,ACT,801041039,Franklin
loc2011930fedea,TURNER,GAZETTED LOCALITY,2612,ACT,801051060,Turner
loc20cb3ad1b2bb,OAKS ESTATE,GAZETTED LOCALITY,2620,ACT,801031113,Canberra East
loc21a5aaa3c530,MACARTHUR,GAZETTED LOCALITY,2904,ACT,801071083,Macarthur
loc23eefe8d3c05,WRIGHT,GAZETTED LOCALITY,2611,ACT,801101139,Wright
loc23eefe8d3c05,WESTON CREEK,ALIAS LOCALITY,2611,ACT,801101139,Wright
loc2491e3a476a6,GUNGAHLIN,GAZETTED LOCALITY,2912,ACT,801041040,Gungahlin
loc25c63e2f014a,GARRAN,GAZETTED LOCALITY,2605,ACT,801091102,Garran
loc26228ac5fc51,COOMBS,GAZETTED LOCALITY,2611,ACT,801101135,Coombs
loc26d7ad45c249,DUNLOP,GAZETTED LOCALITY,2615,ACT,801011006,Dunlop
loc2d478a78b85c,PARKES,GAZETTED LOCALITY,2600,ACT,801051126,Parkes (ACT) - North
loc2d478a78b85c,ASPEN ISLAND,ALIAS LOCALITY,2600,ACT,801051126,Parkes (ACT) - North
loc2eff7d17cff4,SCULLIN,GAZETTED LOCALITY,2614,ACT,801011024,Scullin
loc2eff7d17cff4,BELCONNEN,ALIAS LOCALITY,2614,ACT,801011024,Scullin
loc307aecd0ead2,WEETANGERA,GAZETTED LOCALITY,2614,ACT,801011026,Weetangera
loc30ca19345194,WANNIASSA,GAZETTED LOCALITY,2903,ACT,801071090,Wanniassa
loc30ca19345194,ERINDALE,ALIAS LOCALITY,2903,ACT,801071090,Wanniassa
loc30ca19345194,ERINDALE CENTRE,ALIAS LOCALITY,2903,ACT,801071090,Wanniassa
loc332265c0f026,LAWSON,GAZETTED LOCALITY,2617,ACT,801011018,Lawson
loc33842a57b6f5,CITY,GAZETTED LOCALITY,2601,ACT,801051053,Civic
loc33842a57b6f5,CANBERRA,ALIAS LOCALITY,2601,ACT,801051053,Civic
loc33842a57b6f5,CANBERRA CENTRAL,ALIAS LOCALITY,2601,ACT,801051053,Civic
loc33842a57b6f5,CANBERRA CITY,ALIAS LOCALITY,2601,ACT,801051053,Civic
loc33842a57b6f5,CIVIC,ALIAS LOCALITY,2601,ACT,801051053,Civic
loc33842a57b6f5,CIVIC CENTRE,ALIAS LOCALITY,2601,ACT,801051053,Civic
loc33842a57b6f5,CIVIC SQUARE,ALIAS LOCALITY,2601,ACT,801051053,Civic
loc352afb4acd65,NARRABUNDAH,GAZETTED LOCALITY,2604,ACT,801061067,Narrabundah
loc38035c6f5969,RIVETT,GAZETTED LOCALITY,2611,ACT,801081095,Rivett
loc3b6d93713dae,HIGGINS,GAZETTED LOCALITY,2615,ACT,801011014,Higgins
loc3b6d93713dae,HALL,ALIAS LOCALITY,2615,ACT,801011014,Higgins
loc3c05059f862a,BARTON,GAZETTED LOCALITY,2600,ACT,801061129,Barton
loc4123c621f9ad,URIARRA VILLAGE,GAZETTED LOCALITY,2611,ACT,801111140,ACT - South West
loc4123c621f9ad,COREE,ALIAS LOCALITY,2611,ACT,801111140,ACT - South West
loc422f986f5580,LATHAM,GAZETTED LOCALITY,2615,ACT,801011017,Latham
loc422f986f5580,BELCONNEN,ALIAS LOCALITY,2615,ACT,801011017,Latham
loc4453cee2a1d2,DOWNER,GAZETTED LOCALITY,2602,ACT,801051055,Downer
loc499281085d2f,BONYTHON,GAZETTED LOCALITY,2905,ACT,801071072,Bonython
loc4b9ab4f61497,TORRENS,GAZETTED LOCALITY,2607,ACT,801091110,Torrens
loc4b9ab4f61497,TORRENS PARK,ALIAS LOCALITY,2607,ACT,801091110,Torrens
loc4c5c9bbd8300,WARAMANGA,GAZETTED LOCALITY,2611,ACT,801081097,Waramanga
loc4c97ea51ef8e,MAWSON,GAZETTED LOCALITY,2607,ACT,801091106,Mawson
loc4d979cf6e3c5,GRIFFITH,GAZETTED LOCALITY,2603,ACT,801061064,Griffith (ACT)
loc4d979cf6e3c5,CANBERRA CENTRAL,ALIAS LOCALITY,2603,ACT,801061064,Griffith (ACT)
loc4d979cf6e3c5,MANUKA,ALIAS LOCALITY,2603,ACT,801061064,Griffith (ACT)
loc4dbefda34aea,FORDE,GAZETTED LOCALITY,2914,ACT,801041038,Forde
loc4ef606e2b7dc,CASEY,GAZETTED LOCALITY,2913,ACT,801041036,Casey
loc4f0d478ab62b,OXLEY,GAZETTED LOCALITY,2903,ACT,801071086,Oxley (ACT)
loc4f0d478ab62b,TUGGERANONG,ALIAS LOCALITY,2903,ACT,801071086,Oxley (ACT)
loc537c3f114213,REID,GAZETTED LOCALITY,2612,ACT,801051127,Reid
loc5a74721a608f,STIRLING,GAZETTED LOCALITY,2611,ACT,801081096,Stirling
loc5c64d9927907,O'MALLEY,GAZETTED LOCALITY,2606,ACT,801091107,O'Malley
loc61a9abd62c81,DUFFY,GAZETTED LOCALITY,2611,ACT,801081092,Duffy
loc6613e6eacec7,MACGREGOR,GAZETTED LOCALITY,2615,ACT,801011019,Macgregor (ACT)
loc6904a978ed00,MOLONGLO,GAZETTED LOCALITY,2611,ACT,801101137,Molonglo
loc6acd8cb4042c,NGUNNAWAL,GAZETTED LOCALITY,2913,ACT,801041046,Ngunnawal
loc6acd8cb4042c,HAZELBROOK,ALIAS LOCALITY,2913,ACT,801041046,Ngunnawal
loc6acd8cb4042c,PICCADILLY,ALIAS LOCALITY,2913,ACT,801041046,Ngunnawal
loc6b5dbb714013,HUGHES,GAZETTED LOCALITY,2605,ACT,801091103,Hughes
loc6b7d1480d0be,DENMAN PROSPECT,GAZETTED LOCALITY,2611,ACT,801101136,Denman Prospect
loc6d18decab1db,RED HILL,GAZETTED LOCALITY,2603,ACT,801061069,Red Hill (ACT)
loc6d18decab1db,WODEN VALLEY,ALIAS LOCALITY,2603,ACT,801061069,Red Hill (ACT)
loc6f02f098e82d,ACTON,GAZETTED LOCALITY,2601,ACT,801051049,Acton
loc6f02f098e82d,ANU,ALIAS LOCALITY,2601,ACT,801051049,Acton
loc6f02f098e82d,AUSTRALIAN NATIONAL UNIVERSITY,ALIAS LOCALITY,2601,ACT,801051049,Acton
loc6f02f098e82d,SPINNAKER ISLAND,ALIAS LOCALITY,2601,ACT,801051049,Acton
loc6f02f098e82d,SPRINGBANK ISLAND,ALIAS LOCALITY,2601,ACT,801051049,Acton
loc70656c3c97c8,HOLDER,GAZETTED LOCALITY,2611,ACT,801081094,Holder
loc7145338fb425,FADDEN,GAZETTED LOCALITY,2904,ACT,801071076,Fadden
loc727faf3216b7,TAYLOR,GAZETTED LOCALITY,2913,ACT,801041121,Taylor
loc75bfec762843,DEAKIN,GAZETTED LOCALITY,2600,ACT,801061062,Deakin
loc75bfec762843,CANBERRA CENTRAL,ALIAS LOCALITY,2600,ACT,801061062,Deakin
loc75bfec762843,DEAKIN WEST,ALIAS LOCALITY,2600,ACT,801061062,Deakin
loc76092f4a8a2d,THEODORE,GAZETTED LOCALITY,2905,ACT,801071088,Theodore
loc76530ec5e234,PHILLIP,GAZETTED LOCALITY,2606,ACT,801091109,Phillip
loc76530ec5e234,SWINGER HILL,ALIAS LOCALITY,2606,ACT,801091109,Phillip
loc76530ec5e234,WODEN,ALIAS LOCALITY,2606,ACT,801091109,Phillip
loc76530ec5e234,WODEN VALLEY,ALIAS LOCALITY,2606,ACT,801091109,Phillip
loc76b537d47ac6,GREENWAY,GAZETTED LOCALITY,2900,ACT,801071080,Greenway
loc76b537d47ac6,TUGGERANONG,ALIAS LOCALITY,2900,ACT,801071080,Greenway
loc76cc01c04bd2,BANKS,GAZETTED LOCALITY,2906,ACT,801071071,Banks
loc7db6d073b6c8,CONDER,GAZETTED LOCALITY,2906,ACT,801071075,Conder
loc7e0e418976bc,MACQUARIE,GAZETTED LOCALITY,2614,ACT,801011020,Macquarie
loc7e0e418976bc,JAMISON,ALIAS LOCALITY,2614,ACT,801011020,Macquarie
loc7e0e418976bc,JAMISON CENTRE,ALIAS LOCALITY,2614,ACT,801011020,Macquarie
loc7ff066c49e42,MACNAMARA,GAZETTED LOCALITY,2615,ACT,801011142,Macnamara
loc85bc5ceec38c,CANBERRA AIRPORT,GAZETTED LOCALITY,2609,ACT,801031114,Canberra Airport
loc85bc5ceec38c,CANBERRA INTERNATIONAL AIRPORT,ALIAS LOCALITY,2609,ACT,801031114,Canberra Airport
loc85bc5ceec38c,MAJURA,ALIAS LOCALITY,2609,ACT,801031114,Canberra Airport
loc889de2a5f611,SYMONSTON,GAZETTED LOCALITY,2609,ACT,801031113,Canberra East
loc88b5fdc468e0,YARRALUMLA,GAZETTED LOCALITY,2600,ACT,801061070,Yarralumla
loc8917aee2e00a,NICHOLLS,GAZETTED LOCALITY,2913,ACT,801041047,Nicholls
loc8917aee2e00a,GINNINDERRA VILLAGE,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
loc8917aee2e00a,GOLD CREEK,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
loc8917aee2e00a,GOLD CREEK VILLAGE,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
loc8917aee2e00a,HARCOURT HILL,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
loc8917aee2e00a,HUNTLEY,ALIAS LOCALITY,2913,ACT,801041047,Nicholls
loc8af26acb532d,AINSLIE,GAZETTED LOCALITY,2602,ACT,801051050,Ainslie
loc8f588bed0f99,RUSSELL,GAZETTED LOCALITY,2600,ACT,801051128,Russell
loc9214a5c48267,HAWKER,GAZETTED LOCALITY,2614,ACT,801011013,Hawker
loc96bd19966598,GILMORE,GAZETTED LOCALITY,2905,ACT,801071077,Gilmore
loc9918d6329a8c,GORDON,GAZETTED LOCALITY,2906,ACT,801071078,Gordon (ACT)
loc9918d6329a8c,GORDON PARK,ALIAS LOCALITY,2906,ACT,801071078,Gordon (ACT)
loc99939bd2b70b,FLOREY,GAZETTED LOCALITY,2615,ACT,801011008,Florey
loc9e764eaf2f8a,HALL,GAZETTED LOCALITY,2618,ACT,801041043,Hall
loc9f4297137f66,FYSHWICK,GAZETTED LOCALITY,2609,ACT,801061130,Fyshwick
loc9f4297137f66,CANBERRA CENTRAL,ALIAS LOCALITY,2609,ACT,801061130,Fyshwick
loc9f73ed1cc745,HUME,GAZETTED LOCALITY,2620,ACT,801031031,Hume
loca067483f913f,CHISHOLM,GAZETTED LOCALITY,2905,ACT,801071074,Chisholm
loca2506d3db917,WESTON,GAZETTED LOCALITY,2611,ACT,801081098,Weston
loca2a615764089,WATSON,GAZETTED LOCALITY,2602,ACT,801051061,Watson
loca2a615764089,PASADENA,ALIAS LOCALITY,2602,ACT,801051061,Watson
loca5dacbe1db50,BEARD,GAZETTED LOCALITY,2620,ACT,801031113,Canberra East
locb45cb4e23fdd,THROSBY,GAZETTED LOCALITY,2914,ACT,801041122,Throsby
locb52e3380119f,STRATHNAIRN,GAZETTED LOCALITY,2615,ACT,801011143,Strathnairn
locb69fa0a9f0f8,BRADDON,GAZETTED LOCALITY,2612,ACT,801051051,Braddon
locb69fa0a9f0f8,CANBERRA CENTRAL,ALIAS LOCALITY,2612,ACT,801051051,Braddon
locb69fa0a9f0f8,DEVONPORT,ALIAS LOCALITY,2612,ACT,801051051,Braddon
locb69fa0a9f0f8,FULLERTON,ALIAS LOCALITY,2612,ACT,801051051,Braddon
locba032712915d,CHARNWOOD,GAZETTED LOCALITY,2615,ACT,801011004,Charnwood
locbe99ca15a529,BELCONNEN,GAZETTED LOCALITY,2617,ACT,801011002,Belconnen
locbe99ca15a529,EMU BANK,ALIAS LOCALITY,2617,ACT,801011002,Belconnen
locbe99ca15a529,EMU RIDGE,ALIAS LOCALITY,2617,ACT,801011002,Belconnen
locc03757f857d8,MELBA,GAZETTED LOCALITY,2615,ACT,801011022,Melba
locc5b840a6d99a,FRASER,GAZETTED LOCALITY,2615,ACT,801011010,Fraser
locc6d1341f9b60,GIRALANG,GAZETTED LOCALITY,2617,ACT,801011011,Giralang
locca284055ddcf,GOWRIE,GAZETTED LOCALITY,2904,ACT,801071079,Gowrie (ACT)
locca284055ddcf,GOWRIE PARK,ALIAS LOCALITY,2904,ACT,801071079,Gowrie (ACT)
loccb36ca0afef4,PEARCE,GAZETTED LOCALITY,2607,ACT,801091108,Pearce
loccb486d174769,BRUCE,GAZETTED LOCALITY,2617,ACT,801011003,Bruce
loccb486d174769,ACACIA GARDENS,ALIAS LOCALITY,2617,ACT,801011003,Bruce
loccb486d174769,CAPRICORN,ALIAS LOCALITY,2617,ACT,801011003,Bruce
locd1f3e8552073,MONCRIEFF,GAZETTED LOCALITY,2914,ACT,801041120,Moncrieff
locd3982917aea6,LYONS,GAZETTED LOCALITY,2606,ACT,801091105,Lyons (ACT)
locd7100d0bd0d9,FISHER,GAZETTED LOCALITY,2611,ACT,801081093,Fisher
locd9acdbc66ea4,COOK,GAZETTED LOCALITY,2614,ACT,801011005,Cook
locdb0d3d9b68c2,HARRISON,GAZETTED LOCALITY,2914,ACT,801041044,Harrison
locdb0d3d9b68c2,KENNY,ALIAS LOCALITY,2914,ACT,801041044,Harrison
locdb80130c8c9a,SPENCE,GAZETTED LOCALITY,2615,ACT,801011025,Spence
locdc5b101242c9,WHITLAM,GAZETTED LOCALITY,2611,ACT,801101146,Whitlam
locdef188dd7508,FARRER,GAZETTED LOCALITY,2607,ACT,801091101,Farrer
locdef188dd7508,WODEN VALLEY,ALIAS LOCALITY,2607,ACT,801091101,Farrer
loce80d5af0cc60,MITCHELL,GAZETTED LOCALITY,2911,ACT,801041045,Mitchell
loceaaa593ac6d0,KALEEN,GAZETTED LOCALITY,2617,ACT,801011016,Kaleen
loceae77f35464f,CAPITAL HILL,GAZETTED LOCALITY,2600,ACT,801061068,Parkes (ACT) - South
locebceb5519da7,BONNER,GAZETTED LOCALITY,2914,ACT,801041035,Bonner
locec3196d56b44,THARWA,GAZETTED LOCALITY,2620,ACT,801111140,ACT - South West
locec9c7e4ab95b,RICHARDSON,GAZETTED LOCALITY,2905,ACT,801071087,Richardson
locef34e4cfad08,ISABELLA PLAINS,GAZETTED LOCALITY,2905,ACT,801071081,Isabella Plains
locef34e4cfad08,TUGGERANONG,ALIAS LOCALITY,2905,ACT,801071081,Isabella Plains
locf0a98c62e8d7,ISAACS,GAZETTED LOCALITY,2607,ACT,801091104,Isaacs
locf0cacaa1119e,AMAROO,GAZETTED LOCALITY,2914,ACT,801041034,Amaroo
locf1a7d09b8303,MCKELLAR,GAZETTED LOCALITY,2617,ACT,801011021,McKellar
locf591777ee457,O'CONNOR,GAZETTED LOCALITY,2602,ACT,801051058,O'Connor (ACT)
locf591777ee457,RESERVOIR,ALIAS LOCALITY,2602,ACT,801051058,O'Connor (ACT)
locf7df36fc3011,MONASH,GAZETTED LOCALITY,2904,ACT,801071084,Monash
locf7df36fc3011,MONASH PARK,ALIAS LOCALITY,2904,ACT,801071084,Monash
locf7df36fc3011,TUGGERANONG,ALIAS LOCALITY,2904,ACT,801071084,Monash
locf8f046cc1ca6,CAMPBELL,GAZETTED LOCALITY,2612,ACT,801051124,Campbell
locf8f046cc1ca6,DUNTROON,ALIAS LOCALITY,2612,ACT,801051124,Campbell
locf94248966b6c,ARANDA,GAZETTED LOCALITY,2614,ACT,801011001,Aranda
locf97341d6b4d6,CRACE,GAZETTED LOCALITY,2911,ACT,801041037,Crace
locfb58100d47ae,CALWELL,GAZETTED LOCALITY,2905,ACT,801071073,Calwell
locfb58100d47ae,CONDER RIDGE,ALIAS LOCALITY,2905,ACT,801071073,Calwell
locfb58100d47ae,MOUNTAIN VIEW,ALIAS LOCALITY,2905,ACT,801071073,Calwell
locfc019324c56a,PIALLIGO,GAZETTED LOCALITY,2609,ACT,801031115,Majura
locfd79aaa844e6,KINGSTON,GAZETTED LOCALITY,2604,ACT,801061131,Kingston (ACT)
locfd79aaa844e6,CANBERRA CENTRAL,ALIAS LOCALITY,2604,ACT,801061131,Kingston (ACT)
locfd79aaa844e6,CARRINGTON,ALIAS LOCALITY,2604,ACT,801061131,Kingston (ACT)
locfd79aaa844e6,MANUKA,ALIAS LOCALITY,2604,ACT,801061131,Kingston (ACT)
locffc19e1eaa45,HACKETT,GAZETTED LOCALITY,2602,ACT,801051056,Hackett
ABS6042,PARKYNS BEACH,EXTRA LOCALITY,2505,NSW,107011546,Port Kembla - Warrawong
loc00304bb5096e,ERIGOLIA,GAZETTED LOCALITY,2669,NSW,113011257,Griffith Surrounds
loc0032e73d0c78,GUYRA,GAZETTED LOCALITY,2365,NSW,110011187,Armidale Surrounds - North
loc00358aa111dc,MIDDLE DURAL,GAZETTED LOCALITY,2158,NSW,115021297,Dural - Kenthurst - Wisemans Ferry
loc0042a1d97193,WELLINGTON VALE,GAZETTED LOCALITY,2371,NSW,110021190,Glen Innes
loc0048f02fb102,CALLAGHANS CREEK,GAZETTED LOCALITY,2422,NSW,108051167,Gloucester
loc0048f02fb102,CALLAGHAN''S CREEK,ALIAS LOCALITY,2422,NSW,108051167,Gloucester
loc004e26acc9fa,TOTTENHAM,GAZETTED LOCALITY,2873,NSW,103021062,Condobolin
loc004e26acc9fa,BOBADAH,ALIAS LOCALITY,2873,NSW,103021062,Condobolin
loc004e26acc9fa,LANSDALE,ALIAS LOCALITY,2873,NSW,103021062,Condobolin
loc004e26acc9fa,MERYULA,ALIAS LOCALITY,2873,NSW,103021062,Condobolin
loc00522824bef9,COILA,GAZETTED LOCALITY,2537,NSW,101041026,Moruya - Tuross Head
loc008656dc7afc,TIMBARRA,GAZETTED LOCALITY,2372,NSW,110021194,Tenterfield
loc009f6b1f4b1e,KINCUMBER,GAZETTED LOCALITY,2251,NSW,102011034,Kincumber - Picketts Valley
loc009f6b1f4b1e,EMPIRE BAY,ALIAS LOCALITY,2251,NSW,102011034,Kincumber - Picketts Valley
loc009f6b1f4b1e,ERINA,ALIAS LOCALITY,2251,NSW,102011034,Kincumber - Picketts Valley
loc00a28a455691,OAKHAMPTON,GAZETTED LOCALITY,2320,NSW,106021615,Rutherford (North) - Aberglasslyn
loc00b279251235,COOKAMIDGERA,GAZETTED LOCALITY,2870,NSW,103021068,Parkes Surrounds
loc00b42c075bd3,MORANS CROSSING,GAZETTED LOCALITY,2550,NSW,101041020,Bega-Eden Hinterland
loc00bdf5b42726,ARTHURVILLE,GAZETTED LOCALITY,2820,NSW,105031106,Wellington
loc00bdf5b42726,NUBINGERIE,ALIAS LOCALITY,2820,NSW,105031106,Wellington
loc00be660f1042,PANUARA,GAZETTED LOCALITY,2800,NSW,103041076,Blayney
loc00c7eab94e27,ROSSMORE,GAZETTED LOCALITY,2557,NSW,127011505,Austral - Greendale
loc00ded3fc66d0,DOLPHIN POINT,GAZETTED LOCALITY,2539,NSW,114011282,Ulladulla
loc00ded3fc66d0,DOLPHIN PT,ALIAS LOCALITY,2539,NSW,114011282,Ulladulla
loc00e2f99154ca,WENTWORTH POINT,GAZETTED LOCALITY,2127,NSW,125011710,Wentworth Point - Sydney Olympic Park
loc00e2f99154ca,HOMEBUSH BAY,ALIAS LOCALITY,2127,NSW,125011710,Wentworth Point - Sydney Olympic Park
loc00edea490164,NORTH BALGOWLAH,GAZETTED LOCALITY,2093,NSW,122031430,Manly Vale - Allambie Heights
loc00edea490164,BALGOWLAH NORTH,ALIAS LOCALITY,2093,NSW,122031430,Manly Vale - Allambie Heights
loc00edea490164,N BALGOWLAH,ALIAS LOCALITY,2093,NSW,122031430,Manly Vale - Allambie Heights
loc00f9bf6d3434,LITTLE JILLIBY,GAZETTED LOCALITY,2259,NSW,102021049,Jilliby - Yarramalong
loc0112542b2295,MARSHALL MOUNT,GAZETTED LOCALITY,2530,NSW,107011131,Dapto - Avondale
loc0112542b2295,ALBION PARK,ALIAS LOCALITY,2530,NSW,107011131,Dapto - Avondale
loc01161b908add,KILGRA,GAZETTED LOCALITY,2474,NSW,112021247,Kyogle
loc01321d0654f6,PHILLIP BAY,GAZETTED LOCALITY,2036,NSW,118021652,Malabar - La Perouse
loc0135f55f5b30,WHEENY CREEK,GAZETTED LOCALITY,2758,NSW,115031299,Bilpin - Colo - St Albans
loc013b7af36a79,GOODOOGA,GAZETTED LOCALITY,2838,NSW,105011096,Walgett - Lightning Ridge
loc013b7af36a79,ARALUEN,ALIAS LOCALITY,2838,NSW,105011096,Walgett - Lightning Ridge
loc013b7af36a79,BRENDA,ALIAS LOCALITY,2838,NSW,105011096,Walgett - Lightning Ridge
loc013b7af36a79,DENMAN,ALIAS LOCALITY,2838,NSW,105011096,Walgett - Lightning Ridge
loc013b7af36a79,GOODOOGA RESERVE,ALIAS LOCALITY,2838,NSW,105011096,Walgett - Lightning Ridge
loc013b7af36a79,KOOKABURRA,ALIAS LOCALITY,2838,NSW,105011096,Walgett - Lightning Ridge
loc01406c326fdf,RABY,GAZETTED LOCALITY,2566,NSW,123021438,Claymore - Eagle Vale - Raby
loc01534aad5e22,NULKABA,GAZETTED LOCALITY,2325,NSW,106011108,Cessnock
loc016ebd9a05d4,ROZELLE,GAZETTED LOCALITY,2039,NSW,120021389,Lilyfield - Rozelle
loc016ebd9a05d4,GLEBE ISLAND,ALIAS LOCALITY,2039,NSW,120021389,Lilyfield - Rozelle
loc017cd395ee62,MOUNT ADRAH,GAZETTED LOCALITY,2722,NSW,113031264,Gundagai
loc017cd395ee62,MT ADRAH,ALIAS LOCALITY,2722,NSW,113031264,Gundagai
loc01baf6f9880e,EAST LYNNE,GAZETTED LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland
loc01baf6f9880e,E LYNNE,ALIAS LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland
loc01baf6f9880e,LYNNE EAST,ALIAS LOCALITY,2536,NSW,101041024,Eurobodalla Hinterland
loc01d3e214d4c8,COW FLAT,GAZETTED LOCALITY,2795,NSW,103011060,Bathurst Surrounds
loc01d47ed99928,ANGOURIE,GAZETTED LOCALITY,2464,NSW,104011082,Maclean - Yamba - Iluka
loc01d74ac3c49f,DUNS CREEK,GAZETTED LOCALITY,2321,NSW,106031123,Seaham - Woodville
loc01d74ac3c49f,DUNNS CREEK,ALIAS LOCALITY,2321,NSW,106031123,Seaham - Woodville
loc01ebfaaed97d,BULGA,GAZETTED LOCALITY,2330,NSW,106011113,Singleton Surrounds
loc01ebfaaed97d,BILGA,ALIAS LOCALITY,2330,NSW,106011113,Singleton Surrounds
loc01effe413378,ALSTONVILLE,GAZETTED LOCALITY,2477,NSW,112011237,Ballina Surrounds
loc0229ddbbd5cd,CAPEEN CREEK,GAZETTED LOCALITY,2469,NSW,112021245,Casino Surrounds
loc0232dd12ac46,WANDSWORTH,GAZETTED LOCALITY,2365,NSW,110021192,Inverell Surrounds - East
